xi = 1
wn = 8
k = 5
t y
0 0.0
0.005555555555555556 0.0
0.011111111111111112 -0.06530524468553267
0.016666666666666666 -0.06530524468553267
0.022222222222222223 0.0
0.02777777777777778 0.13060422269681737
0.03333333333333333 0.32649489065777004
0.03888888888888889 0.5876532062654434
0.044444444444444446 0.9140541088359839
0.05 1.3056662770239171
0.05555555555555556 1.7624521318277147
0.061111111111111116 2.28436784019587
0.06666666666666667 2.87136331923314
0.07222222222222222 3.523382241006445
0.07777777777777777 4.240362037950106
0.08333333333333331 5.022233908869794
0.08888888888888886 5.868922825544686
0.09444444444444441 6.780347539927163
0.09999999999999996 7.756420591939332
0.10555555555555551 8.797048317865702
0.11111111111111106 9.902130859341085
0.11666666666666661 11.071562172933
0.12222222222222216 12.305230040317596
0.1277777777777777 13.603016079048075
0.13333333333333328 14.964795753914615
0.13888888888888884 16.390438388894793
0.1444444444444444 17.87980717969316
0.14999999999999997 19.43275920686898
0.15555555555555553 21.049145449550736
0.1611111111111111 22.728810799736152
0.16666666666666666 24.47159407717629
0.17222222222222222 26.277328044842392
0.17777777777777778 28.145839424973843
0.18333333333333335 30.076948915705913
0.1888888888888889 32.070471208275535
0.19444444444444448 34.12621500480341
0.20000000000000004 36.243983036651
0.2055555555555556 38.42357208335028
0.21111111111111117 40.66230700968728
0.21666666666666673 42.95572613595675
0.2222222222222223 45.29846884876676
0.22777777777777786 47.68460647171557
0.23333333333333342 50.108022874428315
0.23888888888888898 52.56256075293388
0.24444444444444455 55.04218219544828
0.2500000000000001 57.541031309757926
0.25555555555555565 60.05350114668619
0.2611111111111112 62.57425883840713
0.2666666666666667 65.09827157386326
0.27222222222222225 67.62081406283642
0.2777777777777778 70.13747552526553
0.2833333333333333 72.64415801098622
0.28888888888888886 75.13707379958541
0.2944444444444444 77.61273844181028
0.29999999999999993 80.0679628482516
0.30555555555555547 82.49984304633381
0.311111111111111 84.90574916873436
0.31666666666666654 87.28331318964354
0.3222222222222221 89.63041618274397
0.3277777777777776 91.94517499616518
0.33333333333333315 94.22592876684527
0.3388888888888887 96.4712253132312
0.3444444444444442 98.67980765610548
0.34999999999999976 100.8506007428432
0.3555555555555553 102.98269852609235
0.3611111111111108 105.07535146266102
0.36666666666666636 107.12795451871978
0.3722222222222219 109.14003572217754
0.37777777777777743 111.11124530303636
0.38333333333333297 113.04134543691825
0.3888888888888885 114.930200601362
0.39444444444444404 116.777768539742
0.3999999999999996 118.58409182224645
0.4055555555555551 120.34928998521397
0.41111111111111065 122.07355222659709
0.4166666666666662 123.75713063136084
0.4222222222222217 125.40033389904477
0.42777777777777726 127.00352154436453
0.4333333333333328 128.56709854162574
0.43888888888888833 130.0915103839154
0.44444444444444386 131.57723852886357
0.4499999999999994 133.02479620379322
0.45555555555555494 134.43472454439015
0.46111111111111047 135.80758904242435
0.466666666666666 137.14397627954799
0.47222222222222154 138.44449092569081
0.4777777777777771 139.7097529820602
0.4833333333333326 140.94039525018906
0.48888888888888815 142.13706100985345
0.4944444444444437 143.30040188998328
0.4999999999999992 144.43107591791357
